collection_record_id,phase_number,phase_id,phase_title,source_audit,blocker_id,evidence_file_type,evidence_key,gap_status,local_public_shell_value,production_evidence_missing,accepted_for_blocker_closure,collection_status,allowed_collection_mode,owner_review_lane,external_dependency_required,engineering_implementation_required,human_review_required,manual_collection_required,requires_separate_execution_request,execution_authorized,evidence_collection_authorized,next_human_action,notes
ECP-116,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,invoice_process,production_billing_revenue_evidence,invoice_owner_named,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-117,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,invoice_process,production_billing_revenue_evidence,invoice_workflow_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-118,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,invoice_process,production_billing_revenue_evidence,contract_handoff_defined,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-119,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,invoice_process,production_billing_revenue_evidence,payment_reconciliation_tested,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-120,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,invoice_process,production_billing_revenue_evidence,billing_support_handoff_defined,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-121,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,invoice_process,production_billing_revenue_evidence,bookkeeping_review_completed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-122,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,tax_review,production_billing_revenue_evidence,target_jurisdictions_reviewed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-123,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,tax_review,production_billing_revenue_evidence,tax_obligations_reviewed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-124,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,tax_review,production_billing_revenue_evidence,invoice_wording_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-125,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,tax_review,production_billing_revenue_evidence,currency_policy_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-126,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,tax_review,production_billing_revenue_evidence,tax_collection_approval_recorded,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-127,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,refund_policy,production_billing_revenue_evidence,refund_policy_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-128,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,refund_policy,production_billing_revenue_evidence,cancellation_process_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-129,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,refund_policy,production_billing_revenue_evidence,trial_conversion_policy_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-130,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,refund_policy,production_billing_revenue_evidence,service_failure_remedy_boundary_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-131,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,refund_policy,production_billing_revenue_evidence,support_escalation_route_defined,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-132,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,tenant_billing_isolation,production_billing_revenue_evidence,tenant_billing_account_model_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,False,True,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-133,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,tenant_billing_isolation,production_billing_revenue_evidence,tenant_invoice_partitioning_tested,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,False,True,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-134,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,tenant_billing_isolation,production_billing_revenue_evidence,tenant_payment_event_partitioning_tested,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,False,True,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-135,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,tenant_billing_isolation,production_billing_revenue_evidence,cross_tenant_billing_access_tests_passed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,False,True,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-136,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,tenant_billing_isolation,production_billing_revenue_evidence,billing_audit_metadata_policy_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,False,True,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-137,4,phase_4_commercial_packaging_and_billing,Commercial packaging and billing,phase_b_product/commercial_readiness/phase_4_commercial_packaging_billing_gap_audit/phase_4_commercial_packaging_billing_gap_audit.local.json,tenant_billing_isolation,production_billing_revenue_evidence,tenant_billing_retention_policy_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,commercial_finance_legal,False,True,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-138,5,phase_5_customer_validation_and_launch_review,Customer validation and launch review,phase_b_product/commercial_readiness/phase_5_customer_validation_launch_gap_audit/phase_5_customer_validation_launch_gap_audit.local.json,pilot_results,production_customer_validation_evidence,at_least_one_human_approved_pilot_session_completed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,customer_validation,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-139,5,phase_5_customer_validation_and_launch_review,Customer validation and launch review,phase_b_product/commercial_readiness/phase_5_customer_validation_launch_gap_audit/phase_5_customer_validation_launch_gap_audit.local.json,pilot_results,production_customer_validation_evidence,pilot_result_template_completed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,customer_validation,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-140,5,phase_5_customer_validation_and_launch_review,Customer validation and launch review,phase_b_product/commercial_readiness/phase_5_customer_validation_launch_gap_audit/phase_5_customer_validation_launch_gap_audit.local.json,pilot_results,production_customer_validation_evidence,feedback_form_completed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,customer_validation,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-141,5,phase_5_customer_validation_and_launch_review,Customer validation and launch review,phase_b_product/commercial_readiness/phase_5_customer_validation_launch_gap_audit/phase_5_customer_validation_launch_gap_audit.local.json,pilot_results,production_customer_validation_evidence,success_criteria_applied,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,customer_validation,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-142,5,phase_5_customer_validation_and_launch_review,Customer validation and launch review,phase_b_product/commercial_readiness/phase_5_customer_validation_launch_gap_audit/phase_5_customer_validation_launch_gap_audit.local.json,pilot_results,production_customer_validation_evidence,boundary_flags_reviewed,local_public_shell_evidence_present_requires_human_production_approval,True,False,False,not_started,human_provided_evidence_only,customer_validation,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Local public-shell evidence is review input only; human-approved production evidence is still required.
ECP-143,5,phase_5_customer_validation_and_launch_review,Customer validation and launch review,phase_b_product/commercial_readiness/phase_5_customer_validation_launch_gap_audit/phase_5_customer_validation_launch_gap_audit.local.json,pilot_results,production_customer_validation_evidence,pilot_result_reviewed_by_human,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,customer_validation,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-144,5,phase_5_customer_validation_and_launch_review,Customer validation and launch review,phase_b_product/commercial_readiness/phase_5_customer_validation_launch_gap_audit/phase_5_customer_validation_launch_gap_audit.local.json,customer_validated,production_customer_validation_evidence,real_customer_or_target_user_feedback_recorded,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,customer_validation,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-145,5,phase_5_customer_validation_and_launch_review,Customer validation and launch review,phase_b_product/commercial_readiness/phase_5_customer_validation_launch_gap_audit/phase_5_customer_validation_launch_gap_audit.local.json,customer_validated,production_customer_validation_evidence,permission_to_use_feedback_recorded,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,customer_validation,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-146,5,phase_5_customer_validation_and_launch_review,Customer validation and launch review,phase_b_product/commercial_readiness/phase_5_customer_validation_launch_gap_audit/phase_5_customer_validation_launch_gap_audit.local.json,customer_validated,production_customer_validation_evidence,customer_problem_fit_reviewed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,customer_validation,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-147,5,phase_5_customer_validation_and_launch_review,Customer validation and launch review,phase_b_product/commercial_readiness/phase_5_customer_validation_launch_gap_audit/phase_5_customer_validation_launch_gap_audit.local.json,customer_validated,production_customer_validation_evidence,decision_usefulness_observed,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,customer_validation,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-148,5,phase_5_customer_validation_and_launch_review,Customer validation and launch review,phase_b_product/commercial_readiness/phase_5_customer_validation_launch_gap_audit/phase_5_customer_validation_launch_gap_audit.local.json,customer_validated,production_customer_validation_evidence,claim_scope_approved,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,customer_validation,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
ECP-149,5,phase_5_customer_validation_and_launch_review,Customer validation and launch review,phase_b_product/commercial_readiness/phase_5_customer_validation_launch_gap_audit/phase_5_customer_validation_launch_gap_audit.local.json,customer_validated,production_customer_validation_evidence,customer_validation_record_approved_by_human,missing_external_or_human_production_evidence,False,True,False,not_started,human_provided_evidence_only,customer_validation,True,False,True,True,True,False,False,Open a separate evidence task only after dependencies are satisfied and human approval is explicit.,Production evidence is missing and must be supplied by a human owner.
